20238810.3396433    3386163.63242074
20240181.1952685    3387140.97638593
14
20239370.1915658    3387018.02947549
20239275.7277994    3386600.24084571
20239693.5308086    3386292.98696153
20239867.7745344    3386361.91879662
20240123.5522991    3386711.43667819
20240094.096038    3386981.39496105
20239861.587311    3386778.87140031
20239647.8810467    3386580.42075869
20239537.9653569    3386632.44759359
20239581.5311643    3386838.42731891
20239627.6071929    3387021.65605723
20239467.5178795    3387127.24009354
20239418.1525476    3387116.44976782
20239370.1915658    3387018.02947549
11
20239701.1798226    3386828.10405959
20239599.9568553    3386361.79855285
20239694.521621    3386163.63241408
20240181.1952685    3386216.73473743
20240151.7934189    3386429.35098922
20240032.2561749    3386482.08847751
20239942.955388    3386464.64995781
20239874.4088647    3386669.89890389
20239876.5909218    3386932.22036841
20239781.479866    3387000.26735174
20239701.1798226    3386828.10405959
16
20239110.0640488    3387122.73229168
20239417.6073518    3386895.98426317
20239417.6073518    3386630.14174698
20239563.5601058    3386559.77166916
20239378.5128641    3386273.07875955
20239055.331766    3386346.05513654
20238961.5049956    3386465.94489874
20239279.4734954    3386439.88190696
20239401.2300013    3386507.94239957
20239381.1191633    3386601.47245602
20239307.6211447    3386741.29408587
20239102.2451512    3386841.25198042
20238859.8593277    3386880.3464681
20238904.1664137    3387122.73229168
20238810.3396433    3387140.97638593
20239110.0640488    3387122.73229168
6
20238958.02993    3386925.52232052
20239077.9196922    3386918.57218938
20239095.2950201    3387022.82415651
20238963.2425284    3387047.14961551
20238945.8672005    3387012.3989598
20238958.02993    3386925.52232052            
6
20239997.0745358    3386628.40421419
20239833.746454    3386478.97639463
20239819.8461917    3386631.87927976
20239953.6362162    3386678.79266497
20239998.8120686    3386696.16799283
20239997.0745358    3386628.40421419
